id,split,diagnostic_type,diagnostic_subtype,source_mode,eval_eligible,split_policy
syn_ne_opa_ba_dc_fallback_0004,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0005,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0006,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0007,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0008,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0009,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0010,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0011,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0012,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0013,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0014,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0015,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0016,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0017,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0018,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0019,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0020,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0021,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0022,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0023,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0024,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0025,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0026,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0027,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0028,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0029,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0030,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0031,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0032,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_fallback_0033,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0001,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0002,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0003,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0004,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0005,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0006,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0007,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0008,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0009,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0010,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0011,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0012,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0013,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0014,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0015,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0016,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0017,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0018,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0019,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0020,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0021,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0022,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0023,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0024,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0025,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0026,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0027,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0028,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0029,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0030,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0031,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0032,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_mod_0033,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0001,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0002,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0003,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0004,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0005,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0006,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0007,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0008,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0009,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0010,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0011,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0012,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0013,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0014,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0015,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0016,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0017,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0018,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0019,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0020,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0021,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0022,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0023,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0024,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0025,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0026,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0027,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0028,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0029,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0030,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0031,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0032,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0033,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opa_ba_dc_visible_plus_0034,sft_train,numeric_equation,operator_absence,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0001,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0002,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0003,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0004,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0005,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0006,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0007,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0008,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0009,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0010,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0011,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0012,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0013,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_helper_0014,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0001,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0002,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0003,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0004,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0005,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0006,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0007,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0008,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0009,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0010,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0011,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0012,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0013,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_0134_nohelper_0014,sft_train,numeric_equation,direct_template_template0134,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0001,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0002,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0003,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0004,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0005,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0006,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0007,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0008,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0009,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0010,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0011,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0012,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0013,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_helper_0014,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0001,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0002,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0003,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0004,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0005,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0006,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0007,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0008,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0009,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0010,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0011,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0012,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_opabs_tlock_3401_nohelper_0013,sft_train,numeric_equation,direct_template_template3401,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0001,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0002,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0003,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0004,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0005,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0006,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0007,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0008,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0009,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0010,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0011,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0012,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0013,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0014,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0015,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0016,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0017,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0018,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0019,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0020,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0021,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0022,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0023,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0024,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ab_cd_yminusx_0025,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0001,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0002,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0003,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0004,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0005,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0006,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0007,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0008,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0009,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0010,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0011,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0012,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0013,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0014,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0015,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0016,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0017,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0018,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0019,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0020,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0021,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0022,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0023,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0024,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_postfix_ba_dc_yminusx_0025,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0001,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0002,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0003,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0004,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0005,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0006,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0007,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0008,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0009,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0010,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0011,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0012,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0013,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0014,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0015,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0016,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0017,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0018,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0019,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0020,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0021,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0022,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0023,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0024,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ab_cd_xminusy_0025,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0001,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0002,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0003,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0004,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0005,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0006,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0007,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0008,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0009,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0010,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0011,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0012,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0013,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0014,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0015,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0016,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0017,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0018,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0019,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0020,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0021,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0022,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0023,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0024,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
syn_ne_prefix_ba_dc_xminusy_0025,sft_train,numeric_equation,prefix_postfix,synthetic,false,train_only
111e3b8e,sft_train,numeric_equation,operator_absence,real,true,auto
317ec3e6,grpo_holdout,numeric_equation,operator_absence,real,true,auto
38e98135,sft_train,numeric_equation,operator_absence,real,true,auto
4e5fa95b,sft_train,numeric_equation,operator_absence,real,true,auto
553b3af9,sft_train,numeric_equation,operator_absence,real,true,auto
8fad338f,eval_holdout,numeric_equation,operator_absence,real,true,auto
96efb93a,sft_train,numeric_equation,operator_absence,real,true,auto
9769bade,sft_train,numeric_equation,operator_absence,real,true,auto
b03ab026,sft_train,numeric_equation,operator_absence,real,true,auto
