question,answer,cot,category
"In Alice's Wonderland dictionary, list all words related to objects.","book, door, key, map, message, mirror, potion, treasure","Wonderland words related to objects: book, door, key, map, message, mirror, potion, treasure (8 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""st?ange""?",strange,"The pattern ""st?ange"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words contain ""ful""?",colorful,"Words containing ""ful"": colorful (1 total).",pattern_match
"In Alice's Wonderland dictionary, list all words related to people/characters.","alice, hatter, king, knight, princess, queen, rabbit, student, teacher, wizard","Wonderland words related to people/characters: alice, hatter, king, knight, princess, queen, rabbit, student, teacher, wizard (10 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?stle""?",castle,"The pattern ""c?stle"" is a 6-letter word. From the Wonderland dictionary, ""castle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?udies""?",studies,"The pattern ""s?udies"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??easure""?",treasure,"The pattern ""??easure"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ca?e""?",cave,"The pattern ""ca?e"" is a 4-letter word. From the Wonderland dictionary, ""cave"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""rabb?t""?",rabbit,"The pattern ""rabb?t"" is a 6-letter word. From the Wonderland dictionary, ""rabbit"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""won?erland""?",wonderland,"The pattern ""won?erland"" is a 10-letter word. From the Wonderland dictionary, ""wonderland"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""a?ci??t""?",ancient,"The pattern ""a?ci??t"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???ace""?",palace,"The pattern ""???ace"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""hatte?""?",hatter,"The pattern ""hatte?"" is a 6-letter word. From the Wonderland dictionary, ""hatter"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""qu??n""?",queen,"The pattern ""qu??n"" is a 5-letter word. From the Wonderland dictionary, ""queen"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""stor?""?",story,"The pattern ""stor?"" is a 5-letter word. From the Wonderland dictionary, ""story"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?r?ates""?",creates,"The pattern ""?r?ates"" is a 7-letter word. From the Wonderland dictionary, ""creates"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""hat?er""?",hatter,"The pattern ""hat?er"" is a 6-letter word. From the Wonderland dictionary, ""hatter"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""k??""?",key,"The pattern ""k??"" is a 3-letter word. From the Wonderland dictionary, ""key"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""prin?es?""?",princess,"The pattern ""prin?es?"" is a 8-letter word. From the Wonderland dictionary, ""princess"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to animals.","bird, cat, mouse, rabbit, turtle","Wonderland words related to animals: bird, cat, mouse, rabbit, turtle (5 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""abo??""?",above,"The pattern ""abo??"" is a 5-letter word. From the Wonderland dictionary, ""above"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wonderl??d""?",wonderland,"The pattern ""wonderl??d"" is a 10-letter word. From the Wonderland dictionary, ""wonderland"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""is?an?""?",island,"The pattern ""is?an?"" is a 6-letter word. From the Wonderland dictionary, ""island"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?l?ve?""?",clever,"The pattern ""?l?ve?"" is a 6-letter word. From the Wonderland dictionary, ""clever"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""d??ws""?",draws,"The pattern ""d??ws"" is a 5-letter word. From the Wonderland dictionary, ""draws"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""w?t?h?s""?",watches,"The pattern ""w?t?h?s"" is a 7-letter word. From the Wonderland dictionary, ""watches"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""n?a?""?",near,"The pattern ""n?a?"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ey?n?""?",beyond,"The pattern ""?ey?n?"" is a 6-letter word. From the Wonderland dictionary, ""beyond"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""k""?","key, king, knight","Words starting with ""k"": key, king, knight (3 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t?e""?",the,"The pattern ""t?e"" is a 3-letter word. From the Wonderland dictionary, ""the"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""q""?",queen,"Words starting with ""q"": queen (1 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""t??e?""?",tower,"The pattern ""t??e?"" is a 5-letter word. From the Wonderland dictionary, ""tower"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c??""?",cat,"The pattern ""c??"" is a 3-letter word. From the Wonderland dictionary, ""cat"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""valle?""?",valley,"The pattern ""valle?"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?il?er""?",silver,"The pattern ""?il?er"" is a 6-letter word. From the Wonderland dictionary, ""silver"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""bri?ht""?",bright,"The pattern ""bri?ht"" is a 6-letter word. From the Wonderland dictionary, ""bright"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""i"" through ""l"".","imagines, in, inside, island, key, king, knight, library","Wonderland words from ""i"" to ""l"": imagines, in, inside, island, key, king, knight, library (8 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""fol?o?s""?",follows,"The pattern ""fol?o?s"" is a 7-letter word. From the Wonderland dictionary, ""follows"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""oc?a?""?",ocean,"The pattern ""oc?a?"" is a 5-letter word. From the Wonderland dictionary, ""ocean"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""e??lores""?",explores,"The pattern ""e??lores"" is a 8-letter word. From the Wonderland dictionary, ""explores"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""cr?s??l""?",crystal,"The pattern ""cr?s??l"" is a 7-letter word. From the Wonderland dictionary, ""crystal"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""cle?er""?",clever,"The pattern ""cle?er"" is a 6-letter word. From the Wonderland dictionary, ""clever"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?av?""?",cave,"The pattern ""?av?"" is a 4-letter word. From the Wonderland dictionary, ""cave"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""p??ac?""?",palace,"The pattern ""p??ac?"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""a???e""?","above, alice","The pattern ""a???e"" is a 5-letter word. From the Wonderland dictionary, 2 words match: above, alice.",pattern_match
"Is the word ""dreams"" in Alice's Wonderland dictionary?",Yes,"Yes, ""dreams"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""e"" through ""h"".","explores, follows, forest, found, garden, golden, hatter, hidden","Wonderland words from ""e"" to ""h"": explores, follows, forest, found, garden, golden, hatter, hidden (8 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""m?r??r""?",mirror,"The pattern ""m?r??r"" is a 6-letter word. From the Wonderland dictionary, ""mirror"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?re?m?""?",dreams,"The pattern ""?re?m?"" is a 6-letter word. From the Wonderland dictionary, ""dreams"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""f??es?""?",forest,"The pattern ""f??es?"" is a 6-letter word. From the Wonderland dictionary, ""forest"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""alic?""?",alice,"The pattern ""alic?"" is a 5-letter word. From the Wonderland dictionary, ""alice"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""sc?ool""?",school,"The pattern ""sc?ool"" is a 6-letter word. From the Wonderland dictionary, ""school"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""qu???""?",queen,"The pattern ""qu???"" is a 5-letter word. From the Wonderland dictionary, ""queen"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?rystal""?",crystal,"The pattern ""?rystal"" is a 7-letter word. From the Wonderland dictionary, ""crystal"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?ea?es""?",creates,"The pattern ""c?ea?es"" is a 7-letter word. From the Wonderland dictionary, ""creates"" matches.",pattern_match
"Is the word ""found"" in Alice's Wonderland dictionary?",Yes,"Yes, ""found"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""p""?","palace, potion, princess, puzzle","Words starting with ""p"": palace, potion, princess, puzzle (4 total).",pattern_match
How many words are in the Wonderland dictionary?,77,There are exactly 77 words in the Wonderland dictionary.,recall_count
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ou?e""?",mouse,"The pattern ""?ou?e"" is a 5-letter word. From the Wonderland dictionary, ""mouse"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""k?n?""?",king,"The pattern ""k?n?"" is a 4-letter word. From the Wonderland dictionary, ""king"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""mo?s?""?",mouse,"The pattern ""mo?s?"" is a 5-letter word. From the Wonderland dictionary, ""mouse"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??w?r""?",tower,"The pattern ""??w?r"" is a 5-letter word. From the Wonderland dictionary, ""tower"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""q"" through ""t"".","queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle","Wonderland words from ""q"" to ""t"": queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle (17 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?ra?ge""?",strange,"The pattern ""s?ra?ge"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?atches""?",watches,"The pattern ""?atches"" is a 7-letter word. From the Wonderland dictionary, ""watches"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""librar?""?",library,"The pattern ""librar?"" is a 7-letter word. From the Wonderland dictionary, ""library"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?udent""?",student,"The pattern ""s?udent"" is a 7-letter word. From the Wonderland dictionary, ""student"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ch?ses""?",chases,"The pattern ""ch?ses"" is a 6-letter word. From the Wonderland dictionary, ""chases"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?trang?""?",strange,"The pattern ""?trang?"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?r?ates""?",creates,"The pattern ""?r?ates"" is a 7-letter word. From the Wonderland dictionary, ""creates"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?e?""?",sees,"The pattern ""s?e?"" is a 4-letter word. From the Wonderland dictionary, ""sees"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to people/characters.","alice, hatter, king, knight, princess, queen, rabbit, student, teacher, wizard","Wonderland words related to people/characters: alice, hatter, king, knight, princess, queen, rabbit, student, teacher, wizard (10 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""fol?ows""?",follows,"The pattern ""fol?ows"" is a 7-letter word. From the Wonderland dictionary, ""follows"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??u?e""?",mouse,"The pattern ""??u?e"" is a 5-letter word. From the Wonderland dictionary, ""mouse"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ear""?",near,"The pattern ""?ear"" is a 4-letter word. From the Wonderland dictionary, ""near"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ki??""?",king,"The pattern ""ki??"" is a 4-letter word. From the Wonderland dictionary, ""king"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""teac?e?""?",teacher,"The pattern ""teac?e?"" is a 7-letter word. From the Wonderland dictionary, ""teacher"" matches.",pattern_match
"Is the word ""water"" in Alice's Wonderland dictionary?",No,"No, ""water"" is not in the Wonderland dictionary. The 77 words do not include it.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""palac?""?",palace,"The pattern ""palac?"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?s?an?""?",island,"The pattern ""?s?an?"" is a 6-letter word. From the Wonderland dictionary, ""island"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?i?ver""?",silver,"The pattern ""?i?ver"" is a 6-letter word. From the Wonderland dictionary, ""silver"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""co?orf?l""?",colorful,"The pattern ""co?orf?l"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""myste???us""?",mysterious,"The pattern ""myste???us"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words contain ""ter""?","hatter, mysterious","Words containing ""ter"": hatter, mysterious (2 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""go??en""?",golden,"The pattern ""go??en"" is a 6-letter word. From the Wonderland dictionary, ""golden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??riou?""?",curious,"The pattern ""??riou?"" is a 7-letter word. From the Wonderland dictionary, ""curious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""tow??""?",tower,"The pattern ""tow??"" is a 5-letter word. From the Wonderland dictionary, ""tower"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???ds""?",reads,"The pattern ""???ds"" is a 5-letter word. From the Wonderland dictionary, ""reads"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?bove""?",above,"The pattern ""?bove"" is a 5-letter word. From the Wonderland dictionary, ""above"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""f?rest""?",forest,"The pattern ""f?rest"" is a 6-letter word. From the Wonderland dictionary, ""forest"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?hases""?",chases,"The pattern ""?hases"" is a 6-letter word. From the Wonderland dictionary, ""chases"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""a"" through ""d"".","above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams","Wonderland words from ""a"" to ""d"": above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams (23 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??zz?e""?",puzzle,"The pattern ""??zz?e"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?r?te?""?",writes,"The pattern ""?r?te?"" is a 6-letter word. From the Wonderland dictionary, ""writes"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?izar?""?",wizard,"The pattern ""?izar?"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""si?v?r""?",silver,"The pattern ""si?v?r"" is a 6-letter word. From the Wonderland dictionary, ""silver"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""u""?",under,"Words starting with ""u"": under (1 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""va??ey""?",valley,"The pattern ""va??ey"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""g""?","garden, golden","Words starting with ""g"": garden, golden (2 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""go???n""?",golden,"The pattern ""go???n"" is a 6-letter word. From the Wonderland dictionary, ""golden"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""al?ce""?",alice,"The pattern ""al?ce"" is a 5-letter word. From the Wonderland dictionary, ""alice"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??s?de""?",inside,"The pattern ""??s?de"" is a 6-letter word. From the Wonderland dictionary, ""inside"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""p??ace""?",palace,"The pattern ""p??ace"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?u??le""?","puzzle, turtle","The pattern ""?u??le"" is a 6-letter word. From the Wonderland dictionary, 2 words match: puzzle, turtle.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c??io?s""?",curious,"The pattern ""c??io?s"" is a 7-letter word. From the Wonderland dictionary, ""curious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""w?za??""?",wizard,"The pattern ""w?za??"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""a?c?e?t""?",ancient,"The pattern ""a?c?e?t"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""e"" through ""h"".","explores, follows, forest, found, garden, golden, hatter, hidden","Wonderland words from ""e"" to ""h"": explores, follows, forest, found, garden, golden, hatter, hidden (8 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?oo?""?","book, door","The pattern ""?oo?"" is a 4-letter word. From the Wonderland dictionary, 2 words match: book, door.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??lle?""?",valley,"The pattern ""??lle?"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""p?tion""?",potion,"The pattern ""p?tion"" is a 6-letter word. From the Wonderland dictionary, ""potion"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ol?r?ul""?",colorful,"The pattern ""?ol?r?ul"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?o??e""?",mouse,"The pattern ""?o??e"" is a 5-letter word. From the Wonderland dictionary, ""mouse"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??e""?",the,"The pattern ""??e"" is a 3-letter word. From the Wonderland dictionary, ""the"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""sec?et""?",secret,"The pattern ""sec?et"" is a 6-letter word. From the Wonderland dictionary, ""secret"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""tur?le""?",turtle,"The pattern ""tur?le"" is a 6-letter word. From the Wonderland dictionary, ""turtle"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
